name,id,episodes,status,aired,studio,source,rating,score,finished airing,year,season 
The Closet,39703,1,Finished Airing,2014,,Original,G - All Ages,,,2014,
Shiroi Unabara (Missing You),39704,1,Finished Airing,2015,,Original,G - All Ages,,,2015,
One Punch Man 2nd Season Specials,39705,6,Finished Airing,"Oct 25, 2019",J.C.Staff,Web manga,R - 17+ (violence & profanity),7.29,"Mar 27, 2020",2019,Fall
Cat Step,39706,1,Finished Airing,"Feb 3, 2019",,Original,G - All Ages,,,2019,Winter
Gekiyaba∞Bokkan!!,39707,1,Finished Airing,"Feb 20, 2017",,Original,PG - Children,,,2017,Winter
Fairy Ngoo,39708,4,Finished Airing,"Apr 10, 2019",TOHO animation,Original,PG-13 - Teens 13 or older,5.4,"May 1, 2019",2019,Spring
Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,39709,6,Finished Airing,"Oct 26, 2016",J.C.Staff,Manga,PG-13 - Teens 13 or older,6.3,"Mar 29, 2017",2016,Fall
"Yesterday wo Utatte (Sing ""Yesterday"" for Me)",39710,12,Finished Airing,"Apr 5, 2020",Doga Kobo,Manga,PG-13 - Teens 13 or older,7.1,"Jun 21, 2020",2020,Spring
Bumblebee Hajimete no Chikyuu Seikatsu,39711,3,Finished Airing,"Mar 20, 2019",,Other,G - All Ages,,"Apr 11, 2019",2019,Winter
Beam!,39714,1,Finished Airing,"May 30, 2014",,Original,PG-13 - Teens 13 or older,,,2014,Spring
"Blue Hawaii feat. Crush, Penomeco",39716,1,Finished Airing,"Jan 25, 2019",,Original,PG-13 - Teens 13 or older,,,2019,Winter
Jah Jhaka,39718,1,Finished Airing,"Oct 28, 2010",,Original,PG-13 - Teens 13 or older,,,2010,Fall
Mu Wang Zhi Wang: Xuan Guan Si,39720,20,Finished Airing,"Dec 7, 2017",,Original,None,,"Apr 19, 2018",2017,Fall
Fairy Tail x Mameshiba,39721,1,Finished Airing,"Apr 12, 2019",,Original,G - All Ages,5.6,,2019,Spring
Himote House: Dai Panic! Minna de Gokuburi Taiji,39722,1,Not yet aired,,Bouncy,Original,PG-13 - Teens 13 or older,,,,
I★Chu: Halfway Through the Idol,39725,,Not yet aired,Jan 2021,Lay-duce,Game,None,,"2021 to, ?",2021,Winter
Houkago Kappa,39727,1,Finished Airing,"Feb 21, 2019",,Original,G - All Ages,,,2019,Winter
Eden (ONA),39728,4,Not yet aired,May,CGCG Studio,Original,None,,,2021,Spring
Houkago Teibou Nisshi (Diary of Our Days at the Breakwater),39730,12,Finished Airing,"Apr 7, 2020",Doga Kobo,Manga,PG-13 - Teens 13 or older,7.37,"Sep 22, 2020",2020,Spring
Na Bbeun Sang Sa,39731,1,Finished Airing,"Aug 7, 2018",,Web manga,R+ - Mild Nudity,,,2018,Summer
Baja no Studio: Baja no Mita Umi,39735,1,Finished Airing,"Feb 21, 2020",Kyoto Animation,Original,G - All Ages,6.78,,2020,Winter
Li Shi,39736,16,Finished Airing,"May 7, 2020",,Novel,PG-13 - Teens 13 or older,,"Aug 13, 2020",2020,Spring
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,39741,1,Finished Airing,"Sep 6, 2019",Kyoto Animation,Light novel,PG-13 - Teens 13 or older,8.41,,2019,Summer
"Omoi, Omoware, Furi, Furare (Love Me, Love Me Not)",39753,1,Finished Airing,"Sep 18, 2020",A-1 Pictures,Manga,None,,,2020,Summer
Panda-chan no Koutsuu Anzen,39758,1,Finished Airing,,,Original,G - All Ages,,,,
Boku to Onee-chan no Koutsuu Anzen,39759,2,Finished Airing,2008,,Original,G - All Ages,,,2008,
Bai Niao Gu (Valley of White Birds),39760,1,Finished Airing,"Jun 12, 2017",Wolf Smoke Studio,Original,G - All Ages,6.49,,2017,Spring
Saezuru Tori wa Habatakanai: The Clouds Gather,39761,1,Finished Airing,"Feb 15, 2020",GRIZZLY,Manga,R+ - Mild Nudity,7.61,,2020,Winter
"Taka no Tsume-dan Yoshida Presents ""Sengoku Taiga"" no Susume",39762,1,Finished Airing,"Apr 24, 2019",,Other,G - All Ages,,,2019,Spring
Shishigari,39763,1,Not yet aired,,,Original,None,,,,
Detective Conan Movie 24: Hiiro no Dangan,39764,1,Not yet aired,Apr,TMS Entertainment,Manga,PG-13 - Teens 13 or older,,,2021,Spring
Shuuen no Shiori (Bookmark of Demise),39766,1,Finished Airing,"Aug 9, 2013",,Original,PG-13 - Teens 13 or older,,,2013,Summer
Mao Yao de Huo Han (Love Story of Cat Spirit),39767,20,Finished Airing,"Dec 21, 2018",Tencent Animation & Comics,Digital manga,PG-13 - Teens 13 or older,6.76,"Jun 13, 2019",2018,Fall
Kimi ni Sekai,39769,1,Finished Airing,"Apr 20, 2019",Wit Studio,Music,G - All Ages,6.62,,2019,Spring
Skyers 5 EX,39778,3,Finished Airing,"Apr 24, 2015",,Manga,G - All Ages,,,2015,Spring
Popee the Performer: Countdown Special,39780,1,Finished Airing,2002,,Original,R - 17+ (violence & profanity),5.91,,2002,
Keep Calm and Carry On,39781,1,Finished Airing,"Oct 14, 2014",,Other,G - All Ages,,,2014,Fall
Family,39782,1,Finished Airing,"Oct 1, 2018",,Original,G - All Ages,,,2018,Fall
5-toubun no Hanayome ∬,39783,,Not yet aired,Jan 2021,Bibury Animation Studios,Manga,PG-13 - Teens 13 or older,,"2021 to, ?",2021,Winter
Tejime,39786,1,Finished Airing,"Apr 30, 2019",,Original,G - All Ages,,,2019,Spring
Tsuki,39787,1,Finished Airing,"Oct 2, 2006",,Original,G - All Ages,,,2006,Fall
Adachi to Shimamura (Adachi and Shimamura),39790,12,Currently Airing,"Oct 9, 2020",Tezuka Productions,Light novel,None,7.45,"2020 to, ?",2020,Fall
Eizouken ni wa Te wo Dasu na! (Keep Your Hands Off Eizouken!),39792,12,Finished Airing,"Jan 6, 2020",Science SARU,Manga,PG-13 - Teens 13 or older,8.18,"Mar 23, 2020",2020,Winter
Ever Green Never End,39793,1,Finished Airing,"May 8, 2019",,Original,G - All Ages,5.73,,2019,Spring
Soshite Watashi wa Ojisan ni...,39794,,Currently Airing,"Jul 26, 2019",,Original,Rx - Hentai,6.28,"2019 to, ?",2019,Summer
Ochi Mono RPG Seikishi Luvilias,39795,,Currently Airing,"Jul 26, 2019",,Game,Rx - Hentai,6.97,"2019 to, ?",2019,Summer
Zhu Zhu Xia: Konglong Riji (GG Bond Season 15: Dinosaur Diary),39798,104,Finished Airing,"Apr 29, 2019",,Original,G - All Ages,,"Aug 27, 2019",2019,Spring
Val x Love,39799,12,Finished Airing,"Oct 5, 2019",Hoods Entertainment,Manga,None,5.9,"Dec 21, 2019",2019,Fall
Joshi Luck!,39800,2,Finished Airing,"Sep 6, 2019",,Manga,Rx - Hentai,7.06,"Oct 4, 2019",2019,Summer
Boku to Sensei to Tomodachi no Mama,39803,2,Finished Airing,"Aug 30, 2019",,Manga,Rx - Hentai,6.03,"Oct 25, 2019",2019,Summer
Secret of Moldiver: Himitsu Daihyakka,39805,1,Finished Airing,"Jan 1, 1993",,Original,G - All Ages,,,1993,Winter
Mugen no Juunin: Immortal (Blade of the Immortal),39806,24,Finished Airing,"Oct 10, 2019",LIDENFILMS,Manga,R - 17+ (violence & profanity),7.35,"Mar 26, 2020",2019,Fall
Non Non Biyori Nonstop,39808,,Not yet aired,Jan 2021,Silver Link.,Manga,PG-13 - Teens 13 or older,,"2021 to, ?",2021,Winter
Kyou Kara Maou! Recap,39810,1,Finished Airing,"Dec 16, 2005",,Light novel,PG-13 - Teens 13 or older,6.14,,2005,Fall
Fairy Gone 2nd Season (Fairy gone Season 1 Part 2),39811,12,Finished Airing,"Oct 7, 2019",P.A. Works,Original,PG-13 - Teens 13 or older,6.42,"Dec 23, 2019",2019,Fall
Stars Colliding,39812,1,Finished Airing,"May 12, 2019",,Original,G - All Ages,,,2019,Spring
More feat. Anderson .Paak (More (feat. Anderson .Paak)),39815,1,Finished Airing,"May 11, 2019",StoryRiders Co. Ltd.,Original,PG-13 - Teens 13 or older,6.21,,2019,Spring
Hanahiranime!,39818,10,Finished Airing,"Dec 16, 2011",,Visual novel,PG-13 - Teens 13 or older,,"May 20, 2012",2011,Fall
Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,39819,1,Finished Airing,"Nov 1, 2019",Arvo Animation,Manga,PG-13 - Teens 13 or older,7.3,,2019,Fall
Chuldong! Super Wings 3 (Super Wings 3),39820,40,Finished Airing,"Sep 1, 2018",,Original,G - All Ages,,"Jun 30, 2019",2018,Summer
Qin Shi Ming Yue: Tian Xing Jiu Ge 2nd Season,39823,30,Finished Airing,"Apr 24, 2019",Sparkly Key Animation Studio,Original,PG-13 - Teens 13 or older,,"Nov 8, 2019",2019,Spring
Attouteki Vivid Days,39826,1,Finished Airing,"May 17, 2019",,Other,G - All Ages,5.2,,2019,Spring
Sore Ike! Anpanman no Hiragana Asobi: Hajimete no AIUEO,39827,1,Finished Airing,"Nov 21, 2003",,Original,G - All Ages,,,2003,Fall
Hitogata,39831,1,Finished Airing,"Feb 20, 2019",,Original,PG-13 - Teens 13 or older,6.65,,2019,Winter
Junk Head,39833,1,Finished Airing,"Jul 23, 2017",,Original,R - 17+ (violence & profanity),,,2017,Summer
Yami Shibai 7 (Yamishibai: Japanese Ghost Stories 7),39836,13,Finished Airing,"Jul 8, 2019",ILCA,Original,PG-13 - Teens 13 or older,5.91,"Sep 30, 2019",2019,Summer
Taka no Tsume x Johnson: Tatakae! Jokin Shitennou,39839,,Currently Airing,"May 17, 2019",DLE,Original,G - All Ages,,"2019 to, ?",2019,Spring
Ganbare! Kakure Ase Project,39840,1,Finished Airing,"May 17, 2019",G-angle,Original,G - All Ages,5.99,,2019,Spring
Kyoei Tankou-sho,39841,1,Finished Airing,"Aug 3, 2018",G-angle,Original,G - All Ages,,,2018,Summer
Onna Maou Melissa no H na Boukenki,39842,,Currently Airing,"May 17, 2019",,Other,Rx - Hentai,5.68,"2019 to, ?",2019,Spring
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Special,39846,1,Finished Airing,"Dec 26, 2019",feel.,Visual novel,PG-13 - Teens 13 or older,6.49,,2019,Fall
Kyouryuu Shoujo Gauko (Dino Girl Gauko),39849,20,Finished Airing,"Nov 22, 2019",,Original,G - All Ages,6.1,,2019,Fall
Haishin Yuusha (The Brave-Tuber),39851,12,Finished Airing,"Dec 27, 2019",Giga Production,Manga,None,,"Jan 17, 2020",2019,Fall
Tsunagaru,39854,1,Finished Airing,"Nov 24, 2011",,Original,G - All Ages,,,2011,Fall
Can You See? I'm Sushi,39856,1,Finished Airing,"Jun 1, 2018",Creatures Inc.,Original,G - All Ages,5.33,,2018,Spring
Salsa Ii na Ii ne,39857,1,Finished Airing,"Apr 1, 2009",Creatures Inc.,Original,G - All Ages,,,2009,Spring
Koi no Subesube Manjuu Gani,39858,1,Finished Airing,"Aug 1, 2003",Creatures Inc.,Original,G - All Ages,,,2003,Summer
Tonosama Gaeru,39861,1,Finished Airing,"Apr 2, 2004",Creatures Inc.,Original,G - All Ages,,,2004,Spring
Petit Clover Advance,39864,,Currently Airing,"Feb 23, 2018",,Original,PG-13 - Teens 13 or older,6.56,"2018 to, ?",2018,Winter
Rere no Aoi Sora,39869,1,Finished Airing,"Jun 2, 2005",Creatures Inc.,Original,G - All Ages,,,2005,Spring
Neko no Heishi ga Yuku,39870,1,Finished Airing,"Apr 4, 2016",Creatures Inc.,Original,G - All Ages,,,2016,Spring
Chiruri,39872,1,Finished Airing,"Sep 29, 2011",,Original,PG-13 - Teens 13 or older,5.88,,2011,Summer
Youki ni Utaeba,39874,1,Finished Airing,"Dec 11, 1964",,Music,G - All Ages,,,1964,Fall
Umi no Yuurei,39875,1,Finished Airing,"May 27, 2019",,Manga,G - All Ages,7.43,,2019,Spring
Mori no Kuma-san,39876,1,Finished Airing,"Jul 30, 1972",,Music,G - All Ages,,,1972,Summer
Kappa no Kui Kuo Kua,39877,1,Finished Airing,Feb,,Original,G - All Ages,,,1975,Winter
Hajimari no Sokudo,39884,1,Finished Airing,"Jun 1, 2016",,Music,PG-13 - Teens 13 or older,6.44,,2016,Spring
Mizuiro no One-Piece,39885,1,Finished Airing,Aug,,Original,G - All Ages,,,1982,Summer
Umi e Kite,39886,1,Finished Airing,"Aug 20, 1984",,Original,G - All Ages,,,1984,Summer
Ringo no Mori no Koneko-tachi,39888,1,Finished Airing,"Jun 7, 1983",,Novel,G - All Ages,,,1983,Spring
Yume Kyuukou de 15-bu,39889,1,Finished Airing,"Oct 6, 1983",,Original,G - All Ages,,,1983,Fall
Anta e,39890,1,Finished Airing,"Nov 6, 2013",,Original,PG - Children,5.81,,2013,Fall
Nayami no Tane,39891,1,Finished Airing,"Dec 2, 1986",,Original,G - All Ages,,,1986,Fall
Ha Ji Me Te,39892,1,Finished Airing,"Dec 1, 1987",,Original,G - All Ages,,,1987,Fall
Muteking the Dancing Hero,39893,,Not yet aired,"2021 to, ?",,Original,None,,"2021 to, ?",2021,
Hibike! Euphonium: Kumiko 3 Nensei-hen (Sound! Euphonium 3),39894,,Not yet aired,,,Novel,PG-13 - Teens 13 or older,,,,
Tabibito no You ni,39895,1,Finished Airing,"Apr 5, 1989",,Original,G - All Ages,,,1989,Spring
Mama ga Hakuchou Datta hi,39896,1,Finished Airing,"Dec 1, 1990",,Original,G - All Ages,,,1990,Fall
Haru Natsu,39900,1,Finished Airing,"Jun 1, 2000",,Original,G - All Ages,,,2000,Spring
Boku to Déjà vu,39901,1,Finished Airing,"Apr 6, 1993",,Original,G - All Ages,,,1993,Spring
Collar x Malice,39905,,Not yet aired,,,Visual novel,None,,,,
Megido 72: Nagaki Sen Tabi no Katawara de,39906,5,Finished Airing,"Jul 27, 2019",V-sign,Game,PG-13 - Teens 13 or older,,"Aug 23, 2019",2019,Summer
Boku no Kachi,39910,1,Finished Airing,"Apr 1, 1994",,Original,G - All Ages,,,1994,Spring
Yume no Mahou,39911,1,Finished Airing,"Apr 4, 1996",,Original,G - All Ages,,,1996,Spring
Wan Jie Xian Zong 2nd Season,39912,40,Finished Airing,"Apr 25, 2019",,Web manga,PG-13 - Teens 13 or older,7.33,"Sep 9, 2019",2019,Spring
Kaze Iro no Tonbo,39914,1,Finished Airing,"Oct 1, 1996",,Original,G - All Ages,,,1996,Fall
Kome no Uta,39916,1,Finished Airing,"Feb 1, 1998",,Original,G - All Ages,,,1998,Winter
Sabiiro no Armor (Rusted Armors),39917,,Not yet aired,,,Other,None,,,,
Shining Star,39918,52,Finished Airing,"Oct 16, 2017",Maro Studio,Original,PG - Children,,"Dec 3, 2018",2017,Fall
Nakanaide,39919,1,Finished Airing,"Apr 3, 1999",,Original,G - All Ages,,,1999,Spring
Yasashi-sa,39920,1,Finished Airing,"Jun 1, 2001",,Original,G - All Ages,,,2001,Spring
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,39921,1,Finished Airing,"Oct 6, 2018",,Light novel,G - All Ages,7.31,,2018,Fall
Namida no Chikara,39922,1,Finished Airing,"Feb 1, 2002",,Original,G - All Ages,,,2002,Winter
Risu ni Koi Shita Shounen,39923,1,Finished Airing,"Feb 2, 2008",,Original,G - All Ages,,,2008,Winter
Shimauma to Lion,39925,1,Finished Airing,"Oct 1, 2013",,Original,G - All Ages,,,2013,Fall
Ojii-chan Chi e Ikou,39926,1,Finished Airing,"Aug 1, 2016",,Original,G - All Ages,,,2016,Summer
Santa Company: Christmas no Himitsu,39931,1,Finished Airing,"Nov 29, 2019",Asahi Production,Original,PG - Children,,,2019,Fall
Ultraman 2,39935,13,Not yet aired,,Sola Digital Arts,Manga,PG-13 - Teens 13 or older,,,,
Nezha Chuan Qi (The Legend of Nezha),39936,52,Finished Airing,"Jun 1, 2003",,Original,PG - Children,,"to Jul, 2004",2003,Spring
Inu-Ou,39938,1,Not yet aired,2021,Science SARU,Novel,None,,,2021,
Emerald no Oka,39939,1,Finished Airing,"Jan 29, 2014",,Original,G - All Ages,,,2014,Winter
Shokugeki no Souma: Shin no Sara (Food Wars! The Fourth Plate),39940,12,Finished Airing,"Oct 12, 2019",J.C.Staff,Manga,PG-13 - Teens 13 or older,7.79,"Dec 28, 2019",2019,Fall
Tokimeki Runners,39944,1,Finished Airing,"Nov 21, 2018",Sunrise,Other,PG-13 - Teens 13 or older,6.88,,2018,Fall
September,39947,1,Finished Airing,"Nov 17, 2014",,Music,G - All Ages,,,2014,Fall
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,39948,12,Finished Airing,"Jul 7, 2020",Studio Deen,Manga,PG-13 - Teens 13 or older,6.78,"Sep 22, 2020",2020,Summer
Hope,39957,1,Finished Airing,"Oct 24, 2018",,Original,PG-13 - Teens 13 or older,,,2018,Fall
Ani ni Tsukeru Kusuri wa Nai! 3,39959,12,Finished Airing,"Oct 7, 2019",Imagineer,Web manga,PG-13 - Teens 13 or older,7.66,"Dec 23, 2019",2019,Fall
Yatogame-chan Kansatsu Nikki Nisatsume,39960,12,Finished Airing,"Jan 5, 2020",Saetta,4-koma manga,PG-13 - Teens 13 or older,6.3,"Mar 22, 2020",2020,Winter
Brand New Story,39962,1,Finished Airing,"Jun 20, 2019",,Original,G - All Ages,6.2,,2019,Spring
Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,39963,8,Finished Airing,"Jul 8, 2019",Studio Hokiboshi,Web manga,R+ - Mild Nudity,5.96,"Sep 2, 2019",2019,Summer
Tamayomi (TAMAYOMI: The Baseball Girls),39966,12,Finished Airing,"Apr 1, 2020",Studio A-CAT,Manga,PG-13 - Teens 13 or older,5.73,"Jun 17, 2020",2020,Spring
Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,39967,1,Finished Airing,"Dec 27, 2019",OLM,Other,PG - Children,,,2019,Fall
Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki,39972,2,Finished Airing,"Sep 25, 2019",LIDENFILMS,Manga,PG-13 - Teens 13 or older,7.15,,2019,Summer
Android Girl feat. Hatsune Miku (Android Girl),39975,1,Finished Airing,"May 3, 2019",,Music,G - All Ages,6.45,,2019,Spring
Waresho! Warera! Shodobutsu Aigo Iinkai,39978,5,Finished Airing,"Jul 2, 2019",,Original,G - All Ages,,"Jul 30, 2019",2019,Summer
Business Fish,39979,6,Finished Airing,"Jul 8, 2019",,Original,PG-13 - Teens 13 or older,5.56,"Aug 12, 2019",2019,Summer
Radiant Historia Perfect Chronology - Opening Animation,39982,1,Finished Airing,"Apr 13, 2017",,Game,None,,,2017,Spring
Strike Witches: 501 Butai Hasshin Shimasu! Movie,39987,1,Finished Airing,"Oct 4, 2019",Giga Production,Manga,PG-13 - Teens 13 or older,6.45,,2019,Fall
Isekai Quartet 2,39988,12,Finished Airing,"Jan 15, 2020",Studio PuYUKAI,Original,PG-13 - Teens 13 or older,7.39,"Apr 1, 2020",2020,Winter
Yamiyo,39989,1,Finished Airing,"Jun 24, 2019",Twin Engine,Original,G - All Ages,7.57,,2019,Spring
Vlad Love,39990,12,Not yet aired,,Drive,Original,None,,,,
Promare: Galo-hen,39991,1,Finished Airing,"May 24, 2019",Trigger,Original,PG-13 - Teens 13 or older,6.93,,2019,Spring
Isekai Quartet Relay PV,39993,4,Finished Airing,"Oct 27, 2018",,Original,PG-13 - Teens 13 or older,6.32,"Mar 8, 2019",2018,Fall
Tanabata no Oto,39994,5,Finished Airing,"Jun 24, 2019",,Original,PG-13 - Teens 13 or older,,"Jul 5, 2019",2019,Spring
Super Senko-san Time Episode 12,39995,1,Finished Airing,"Sep 25, 2019",Doga Kobo,Web manga,None,6.91,,2019,Summer
Ake-Vono,39996,1,Finished Airing,"Sep 26, 2013",,Original,G - All Ages,,,2013,Summer
Ab-rah,39997,1,Finished Airing,"Nov 3, 2013",,Original,G - All Ages,,,2013,Fall
Carole & Tuesday: Gus to Roddy no Kaisouroku,39999,1,Finished Airing,"Jul 4, 2019",Bones,Original,PG-13 - Teens 13 or older,6.4,,2019,Summer
Sizq,40000,1,Finished Airing,"Jul 30, 2015",,Original,G - All Ages,,,2015,Summer
Schoolyard,40001,1,Finished Airing,"Dec 7, 2018",Suspenders,Original,G - All Ages,5.82,,2018,Fall
Shapeshifter,40002,1,Finished Airing,"Mar 26, 2019",,Original,G - All Ages,5.48,,2019,Winter
Animatope,40003,1,Finished Airing,"Jan 14, 2011",,Original,G - All Ages,,,2011,Winter
Bokutachi wa Benkyou ga Dekinai! (We Never Learn!: Bokuben),40004,13,Finished Airing,"Oct 6, 2019",Arvo Animation,Manga,PG-13 - Teens 13 or older,7.37,"Dec 29, 2019",2019,Fall
Quanzhi Fashi IV,40005,12,Finished Airing,"May 27, 2020",Shanghai Foch Film Culture Investment,Web manga,PG-13 - Teens 13 or older,7.36,"Jun 24, 2020",2020,Spring
Choukadou Girl ⅙: Nona Omoide Kiroku,40008,12,Finished Airing,"Apr 10, 2019",,Unknown,PG-13 - Teens 13 or older,,"Jun 26, 2019",2019,Spring
Choukadou Girl ⅙: Nona Video Nikki,40009,40,Finished Airing,"Feb 13, 2019",Studio A-CAT,Manga,PG-13 - Teens 13 or older,,"Jul 1, 2019",2019,Winter
Ishuzoku Reviewers (Interspecies Reviewers),40010,12,Finished Airing,"Jan 11, 2020",Passione,Manga,R+ - Mild Nudity,7.61,"Mar 28, 2020",2020,Winter
Carole & Tuesday Specials,40013,8,Finished Airing,"Jun 28, 2019",Bones,Original,PG-13 - Teens 13 or older,5.78,"Oct 16, 2019",2019,Spring
Space Shower Man: Legacy for the Future,40015,1,Finished Airing,"Apr 8, 2019",,Original,G - All Ages,,,2019,Spring
Bug,40016,4,Finished Airing,"Mar 31, 2019",,Original,G - All Ages,,"Apr 1, 2019",2019,Winter
Cencoroll 3,40020,1,Not yet aired,,,Original,PG-13 - Teens 13 or older,,,,
Onii-chan Asa made Zutto Gyutte Shite!,40022,,Currently Airing,"Mar 6, 2020",Studio 1st,Visual novel,Rx - Hentai,6.71,"2020 to, ?",2020,Winter
Lovely ♡,40023,,Currently Airing,"Nov 8, 2019",,Manga,Rx - Hentai,7.17,"2019 to, ?",2019,Fall
Bishoujo Senshi Sailor Moon Eternal Movie 1,40024,1,Not yet aired,"Jan 8, 2021",Studio Deen,Manga,PG-13 - Teens 13 or older,,,2021,Winter
Shingeki no Kyojin: The Final Season (Attack on Titan Final Season),40028,,Not yet aired,"Dec 7, 2020",MAPPA,Manga,R - 17+ (violence & profanity),,"2020 to, ?",2020,Fall
Broadcast by Bibby,40029,,Currently Airing,"May 31, 2019",,Original,G - All Ages,,"2019 to, ?",2019,Spring
Tayo-ui Jangnangam Eodeubencheo,40030,1,Finished Airing,Apr,,Original,G - All Ages,,,2019,Spring
Mugyutto! Black Clover (Squishy! Black Clover),40031,8,Finished Airing,"Jul 1, 2019",DLE,Manga,PG-13 - Teens 13 or older,6.26,"Aug 19, 2019",2019,Summer
Animagear,40033,1,Finished Airing,"Jul 1, 2019",,Original,G - All Ages,,,2019,Summer
Tenki no Ko CMs,40034,,Currently Airing,"Jun 30, 2019",FILMONY,Original,G - All Ages,6.57,"2019 to, ?",2019,Spring
Odoru Mowai-kun,40040,26,Finished Airing,"Jul 2, 2019",Monster's Egg,Original,G - All Ages,,"Dec 24, 2019",2019,Summer
Magical Halloween: Miracle★Quartet (Magical Halloween),40042,2,Finished Airing,"Nov 2, 2011",,Game,PG-13 - Teens 13 or older,,,2011,Fall
Doraemon Movie 40: Nobita no Shin Kyouryuu,40044,1,Finished Airing,"Aug 7, 2020",,Manga,PG - Children,,,2020,Summer
Motto! Majime ni Fumajime Kaiketsu Zorori,40045,25,Finished Airing,"Apr 5, 2020",Bandai Namco Pictures,Book,PG - Children,,"Nov 8, 2020",2020,Spring
Id:Invaded (ID: INVADED),40046,13,Finished Airing,"Jan 6, 2020",NAZ,Original,R - 17+ (violence & profanity),7.92,"Mar 23, 2020",2020,Winter
Kutsujoku,40048,2,Finished Airing,"Nov 1, 2019",T-Rex,Visual novel,Rx - Hentai,6.76,"Dec 6, 2019",2019,Fall
Great Pretender,40052,23,Finished Airing,"Jun 2, 2020",Wit Studio,Original,R+ - Mild Nudity,8.4,"Sep 21, 2020",2020,Spring
Akira (Shin Anime),40054,,Not yet aired,,Sunrise,Manga,None,,,,
Orbital Era,40055,1,Not yet aired,,Sunrise,Original,None,,,,
Deca-Dence,40056,12,Finished Airing,"Jul 8, 2020",Nut,Original,PG-13 - Teens 13 or older,7.56,"Sep 23, 2020",2020,Summer
